date,txn_id,type,counterparty,amount,fee,balance
2025-04-04 11:37,77500000224,PAYMENT_RECEIVED,Customer 2507****862,14359,71,1123877
2025-04-04 13:22,77500000231,PAYMENT_RECEIVED,Customer 2507****369,35991,179,1159689
2025-04-04 16:31,77500000238,PAYMENT_RECEIVED,Customer 2507****538,48983,244,1208428
2025-04-04 17:40,77500000245,PAYMENT_RECEIVED,Customer 2507****508,63933,319,1272042
2025-04-04 19:11,77500000252,PAYMENT_RECEIVED,Customer 2507****241,24863,124,1296781
2025-04-04 09:55,77500000259,TRANSFER_OUT,Supplier: Nyabugogo Hardware Ltd,-201818,500,1094463
2025-04-04 17:50,77500000266,CASH_OUT,Agent 42298,-50000,250,1044213
2025-04-05 08:11,77500000273,PAYMENT_RECEIVED,Customer 2507****217,43890,219,1087884
2025-04-05 09:05,77500000280,PAYMENT_RECEIVED,Customer 2507****649,43993,219,1131658
2025-04-05 12:17,77500000287,PAYMENT_RECEIVED,Customer 2507****887,49297,246,1180709
2025-04-05 14:30,77500000294,PAYMENT_RECEIVED,Customer 2507****214,41136,205,1221640
2025-04-05 14:34,77500000301,PAYMENT_RECEIVED,Customer 2507****261,21456,107,1242989
2025-04-05 15:59,77500000308,PAYMENT_RECEIVED,Customer 2507****839,29727,148,1272568
2025-04-05 17:01,77500000315,PAYMENT_RECEIVED,Customer 2507****369,61267,306,1333529
2025-04-05 17:26,77500000322,PAYMENT_RECEIVED,Customer 2507****880,76327,381,1409475
2025-04-05 18:10,77500000329,PAYMENT_RECEIVED,Customer 2507****208,16094,80,1425489
2025-04-05 17:09,77500000336,CASH_OUT,Agent 32252,-30000,150,1395339
2025-04-05 09:15,77500000343,BILL_PAYMENT,EUCL Electricity,-28018,140,1367181
2025-04-05 09:40,77500000350,BILL_PAYMENT,WASAC Water,-13906,69,1353206
2025-04-06 10:59,77500000357,TRANSFER_IN,BK Account Transfer,159855,500,1512561
2025-04-07 08:59,77500000364,PAYMENT_RECEIVED,Customer 2507****586,13866,69,1526358
2025-04-07 09:10,77500000371,PAYMENT_RECEIVED,Customer 2507****269,71199,355,1597202
2025-04-07 09:20,77500000378,PAYMENT_RECEIVED,Customer 2507****993,20090,100,1617192
2025-04-07 09:27,77500000385,PAYMENT_RECEIVED,Customer 2507****316,38851,194,1655849
2025-04-07 10:08,77500000392,PAYMENT_RECEIVED,Customer 2507****873,68257,341,1723765
2025-04-07 12:05,77500000399,PAYMENT_RECEIVED,Customer 2507****305,47621,238,1771148
2025-04-07 12:06,77500000406,PAYMENT_RECEIVED,Customer 2507****508,46309,231,1817226
2025-04-07 13:14,77500000413,PAYMENT_RECEIVED,Customer 2507****765,84320,421,1901125
2025-04-07 16:17,77500000420,PAYMENT_RECEIVED,Customer 2507****629,25449,127,1926447
2025-04-07 17:05,77500000427,PAYMENT_RECEIVED,Customer 2507****353,29604,148,1955903
2025-04-07 17:40,77500000434,PAYMENT_RECEIVED,Customer 2507****446,18196,90,1974009
2025-04-07 10:35,77500000441,TRANSFER_IN,BK Account Transfer,130625,500,2104134
2025-04-07 09:45,77500000448,TRANSFER_OUT,Supplier: Gisozi Timber Co,-232852,500,1870782
2025-04-07 16:57,77500000455,CASH_OUT,Agent 21029,-40000,200,1830582
2025-04-08 12:03,77500000462,PAYMENT_RECEIVED,Customer 2507****235,17713,88,1848207
2025-04-08 12:45,77500000469,PAYMENT_RECEIVED,Customer 2507****684,47108,235,1895080
2025-04-08 16:17,77500000476,PAYMENT_RECEIVED,Customer 2507****348,36913,184,1931809
2025-04-08 16:46,77500000483,PAYMENT_RECEIVED,Customer 2507****926,52154,260,1983703
2025-04-08 19:25,77500000490,PAYMENT_RECEIVED,Customer 2507****196,27206,136,2010773
2025-04-08 10:27,77500000497,TRANSFER_IN,BK Account Transfer,157945,500,2168218
2025-04-08 16:43,77500000504,CASH_OUT,Agent 41412,-20000,100,2148118
2025-04-08 13:20,77500000511,AIRTIME,MTN Airtime,-2000,10,2146108
2025-04-09 09:51,77500000518,PAYMENT_RECEIVED,Customer 2507****559,16616,83,2162641
2025-04-09 11:16,77500000525,PAYMENT_RECEIVED,Customer 2507****287,14383,71,2176953
2025-04-09 12:14,77500000532,PAYMENT_RECEIVED,Customer 2507****355,20734,103,2197584
2025-04-09 13:47,77500000539,PAYMENT_RECEIVED,Customer 2507****177,61109,305,2258388
2025-04-09 14:52,77500000546,PAYMENT_RECEIVED,Customer 2507****982,29146,145,2287389
2025-04-09 09:05,77500000553,TRANSFER_OUT,Supplier: Nyabugogo Hardware Ltd,-203498,500,2083391
2025-04-09 19:30,77500000560,CASH_OUT,Agent 27004,-50000,250,2033141
2025-04-10 08:02,77500000567,PAYMENT_RECEIVED,Customer 2507****903,67894,339,2100696
2025-04-10 10:48,77500000574,PAYMENT_RECEIVED,Customer 2507****533,29798,148,2130346
2025-04-10 12:31,77500000581,PAYMENT_RECEIVED,Customer 2507****848,45081,225,2175202
2025-04-10 14:28,77500000588,PAYMENT_RECEIVED,Customer 2507****669,84482,422,2259262
2025-04-10 14:39,77500000595,PAYMENT_RECEIVED,Customer 2507****598,42581,212,2301631
2025-04-10 16:37,77500000602,CASH_OUT,Agent 44108,-20000,100,2281531
2025-04-11 08:51,77500000609,PAYMENT_RECEIVED,Customer 2507****290,11478,57,2292952
2025-04-11 08:58,77500000616,PAYMENT_RECEIVED,Customer 2507****169,10803,54,2303701
2025-04-11 08:58,77500000623,PAYMENT_RECEIVED,Customer 2507****340,43525,217,2347009
2025-04-11 10:41,77500000630,PAYMENT_RECEIVED,Customer 2507****683,27032,135,2373906
2025-04-11 13:21,77500000637,PAYMENT_RECEIVED,Customer 2507****708,19199,95,2393010
2025-04-11 16:08,77500000644,PAYMENT_RECEIVED,Customer 2507****183,8823,44,2401789
2025-04-11 16:34,77500000651,PAYMENT_RECEIVED,Customer 2507****697,27853,139,2429503
2025-04-11 16:40,77500000658,PAYMENT_RECEIVED,Customer 2507****423,36229,181,2465551
2025-04-11 17:03,77500000665,PAYMENT_RECEIVED,Customer 2507****309,69162,345,2534368
2025-04-11 17:58,77500000672,PAYMENT_RECEIVED,Customer 2507****421,43135,215,2577288
2025-04-11 11:29,77500000679,TRANSFER_OUT,Supplier: Kigali Cement Depot,-274988,500,2301800
2025-04-12 08:09,77500000686,PAYMENT_RECEIVED,Customer 2507****318,11085,55,2312830
2025-04-12 09:42,77500000693,PAYMENT_RECEIVED,Customer 2507****235,32677,163,2345344
2025-04-12 15:49,77500000700,PAYMENT_RECEIVED,Customer 2507****170,68932,344,2413932
2025-04-12 17:36,77500000707,PAYMENT_RECEIVED,Customer 2507****478,61665,308,2475289
2025-04-12 18:36,77500000714,PAYMENT_RECEIVED,Customer 2507****548,21044,105,2496228
2025-04-14 09:46,77500000721,PAYMENT_RECEIVED,Customer 2507****237,69847,349,2565726
2025-04-14 13:06,77500000728,PAYMENT_RECEIVED,Customer 2507****209,20062,100,2585688
2025-04-14 17:27,77500000735,PAYMENT_RECEIVED,Customer 2507****259,48612,243,2634057
2025-04-14 19:19,77500000742,PAYMENT_RECEIVED,Customer 2507****719,20437,102,2654392
2025-04-14 19:23,77500000749,PAYMENT_RECEIVED,Customer 2507****451,17547,87,2671852
2025-04-14 11:32,77500000756,TRANSFER_OUT,Supplier: Kigali Cement Depot,-332217,500,2339135
2025-04-14 16:05,77500000763,CASH_OUT,Agent 40784,-50000,250,2288885
2025-04-15 08:03,77500000770,PAYMENT_RECEIVED,Customer 2507****214,35963,179,2324669
2025-04-15 08:45,77500000777,PAYMENT_RECEIVED,Customer 2507****807,11201,56,2335814
2025-04-15 10:13,77500000784,PAYMENT_RECEIVED,Customer 2507****658,64724,323,2400215
2025-04-15 10:45,77500000791,PAYMENT_RECEIVED,Customer 2507****478,8521,42,2408694
2025-04-15 12:28,77500000798,PAYMENT_RECEIVED,Customer 2507****251,37309,186,2445817
2025-04-15 12:43,77500000805,PAYMENT_RECEIVED,Customer 2507****142,28421,142,2474096
2025-04-15 13:41,77500000812,PAYMENT_RECEIVED,Customer 2507****915,22176,110,2496162
2025-04-15 15:17,77500000819,PAYMENT_RECEIVED,Customer 2507****140,76402,382,2572182
2025-04-15 15:32,77500000826,PAYMENT_RECEIVED,Customer 2507****315,64074,320,2635936
2025-04-15 17:24,77500000833,PAYMENT_RECEIVED,Customer 2507****782,44018,220,2679734
2025-04-15 18:52,77500000840,PAYMENT_RECEIVED,Customer 2507****898,12670,63,2692341
2025-04-15 13:20,77500000847,AIRTIME,MTN Airtime,-2000,10,2690331
2025-04-16 08:25,77500000854,PAYMENT_RECEIVED,Customer 2507****984,53735,268,2743798
2025-04-16 10:38,77500000861,PAYMENT_RECEIVED,Customer 2507****354,48025,240,2791583
2025-04-16 10:46,77500000868,PAYMENT_RECEIVED,Customer 2507****906,20173,100,2811656
2025-04-16 11:01,77500000875,PAYMENT_RECEIVED,Customer 2507****491,45429,227,2856858
2025-04-16 11:03,77500000882,PAYMENT_RECEIVED,Customer 2507****979,60843,304,2917397
2025-04-16 12:02,77500000889,PAYMENT_RECEIVED,Customer 2507****304,30671,153,2947915
2025-04-16 13:40,77500000896,PAYMENT_RECEIVED,Customer 2507****571,55075,275,3002715
2025-04-16 15:01,77500000903,PAYMENT_RECEIVED,Customer 2507****940,24237,121,3026831
2025-04-16 15:02,77500000910,PAYMENT_RECEIVED,Customer 2507****333,53108,265,3079674
2025-04-16 12:21,77500000917,TRANSFER_OUT,Supplier: Kigali Cement Depot,-338407,500,2740767
2025-04-17 08:28,77500000924,PAYMENT_RECEIVED,Customer 2507****371,37188,185,2777770
2025-04-17 09:58,77500000931,PAYMENT_RECEIVED,Customer 2507****710,8704,43,2786431
2025-04-17 11:02,77500000938,PAYMENT_RECEIVED,Customer 2507****846,28679,143,2814967
2025-04-17 12:27,77500000945,PAYMENT_RECEIVED,Customer 2507****546,52313,261,2867019
2025-04-17 12:45,77500000952,PAYMENT_RECEIVED,Customer 2507****623,38826,194,2905651
2025-04-17 13:39,77500000959,PAYMENT_RECEIVED,Customer 2507****690,13287,66,2918872
2025-04-17 13:59,77500000966,PAYMENT_RECEIVED,Customer 2507****145,16610,83,2935399
2025-04-17 14:49,77500000973,PAYMENT_RECEIVED,Customer 2507****101,45993,229,2981163
2025-04-17 16:41,77500000980,PAYMENT_RECEIVED,Customer 2507****925,33497,167,3014493
2025-04-17 17:09,77500000987,PAYMENT_RECEIVED,Customer 2507****836,34598,172,3048919
2025-04-17 18:56,77500000994,PAYMENT_RECEIVED,Customer 2507****854,70068,350,3118637
2025-04-17 16:42,77500001001,CASH_OUT,Agent 30819,-40000,200,3078437
2025-04-18 10:07,77500001008,PAYMENT_RECEIVED,Customer 2507****530,13817,69,3092185
2025-04-18 13:02,77500001015,PAYMENT_RECEIVED,Customer 2507****488,42795,213,3134767
2025-04-18 13:07,77500001022,PAYMENT_RECEIVED,Customer 2507****278,43676,218,3178225
2025-04-18 13:16,77500001029,PAYMENT_RECEIVED,Customer 2507****408,39434,197,3217462
2025-04-18 13:34,77500001036,PAYMENT_RECEIVED,Customer 2507****953,27154,135,3244481
2025-04-18 14:52,77500001043,PAYMENT_RECEIVED,Customer 2507****393,3139,15,3247605
2025-04-18 14:58,77500001050,PAYMENT_RECEIVED,Customer 2507****904,17527,87,3265045
2025-04-18 16:39,77500001057,PAYMENT_RECEIVED,Customer 2507****770,37150,185,3302010
2025-04-18 17:27,77500001064,PAYMENT_RECEIVED,Customer 2507****552,22865,114,3324761
2025-04-18 19:22,77500001071,PAYMENT_RECEIVED,Customer 2507****318,29093,145,3353709
2025-04-18 10:42,77500001078,TRANSFER_OUT,Supplier: Nyabugogo Hardware Ltd,-370496,500,2982713
2025-04-18 18:05,77500001085,CASH_OUT,Agent 46818,-30000,150,2952563
2025-04-19 08:25,77500001092,PAYMENT_RECEIVED,Customer 2507****744,29821,149,2982235
2025-04-19 08:47,77500001099,PAYMENT_RECEIVED,Customer 2507****835,36879,184,3018930
2025-04-19 09:14,77500001106,PAYMENT_RECEIVED,Customer 2507****606,45063,225,3063768
2025-04-19 10:30,77500001113,PAYMENT_RECEIVED,Customer 2507****251,26815,134,3090449
2025-04-19 11:23,77500001120,PAYMENT_RECEIVED,Customer 2507****105,42175,210,3132414
2025-04-19 11:50,77500001127,PAYMENT_RECEIVED,Customer 2507****981,63282,316,3195380
2025-04-19 12:10,77500001134,PAYMENT_RECEIVED,Customer 2507****209,50895,254,3246021
2025-04-19 13:17,77500001141,PAYMENT_RECEIVED,Customer 2507****324,51613,258,3297376
2025-04-19 16:06,77500001148,PAYMENT_RECEIVED,Customer 2507****812,15970,79,3313267
2025-04-19 18:25,77500001155,PAYMENT_RECEIVED,Customer 2507****151,33382,166,3346483
2025-04-21 13:24,77500001162,PAYMENT_RECEIVED,Customer 2507****861,63854,319,3410018
2025-04-21 15:16,77500001169,PAYMENT_RECEIVED,Customer 2507****560,59651,298,3469371
2025-04-21 15:33,77500001176,PAYMENT_RECEIVED,Customer 2507****353,19811,99,3489083
2025-04-21 15:36,77500001183,PAYMENT_RECEIVED,Customer 2507****383,57367,286,3546164
2025-04-21 16:36,77500001190,PAYMENT_RECEIVED,Customer 2507****633,50536,252,3596448
2025-04-21 17:21,77500001197,PAYMENT_RECEIVED,Customer 2507****344,31455,157,3627746
2025-04-21 17:32,77500001204,PAYMENT_RECEIVED,Customer 2507****179,20545,102,3648189
2025-04-21 18:09,77500001211,PAYMENT_RECEIVED,Customer 2507****340,46354,231,3694312
2025-04-21 18:27,77500001218,PAYMENT_RECEIVED,Customer 2507****427,20407,102,3714617
2025-04-21 10:14,77500001225,TRANSFER_OUT,Supplier: Kigali Cement Depot,-199338,500,3514779
2025-04-22 09:03,77500001232,PAYMENT_RECEIVED,Customer 2507****498,56664,283,3571160
2025-04-22 09:05,77500001239,PAYMENT_RECEIVED,Customer 2507****698,64844,324,3635680
2025-04-22 11:31,77500001246,PAYMENT_RECEIVED,Customer 2507****120,71060,355,3706385
2025-04-22 11:39,77500001253,PAYMENT_RECEIVED,Customer 2507****883,59133,295,3765223
2025-04-22 13:38,77500001260,PAYMENT_RECEIVED,Customer 2507****588,36880,184,3801919
2025-04-22 14:57,77500001267,PAYMENT_RECEIVED,Customer 2507****460,4935,24,3806830
2025-04-22 15:04,77500001274,PAYMENT_RECEIVED,Customer 2507****499,21704,108,3828426
2025-04-22 15:05,77500001281,PAYMENT_RECEIVED,Customer 2507****955,58781,293,3886914
2025-04-22 15:57,77500001288,PAYMENT_RECEIVED,Customer 2507****865,27842,139,3914617
2025-04-22 17:15,77500001295,PAYMENT_RECEIVED,Customer 2507****919,47991,239,3962369
2025-04-22 17:17,77500001302,CASH_OUT,Agent 34281,-50000,250,3912119
2025-04-22 13:20,77500001309,AIRTIME,MTN Airtime,-2000,10,3910109
2025-04-23 10:49,77500001316,PAYMENT_RECEIVED,Customer 2507****230,57432,287,3967254
2025-04-23 13:44,77500001323,PAYMENT_RECEIVED,Customer 2507****646,78677,393,4045538
2025-04-23 14:38,77500001330,PAYMENT_RECEIVED,Customer 2507****503,7709,38,4053209
2025-04-23 14:54,77500001337,PAYMENT_RECEIVED,Customer 2507****778,37904,189,4090924
2025-04-23 19:24,77500001344,PAYMENT_RECEIVED,Customer 2507****758,7722,38,4098608
2025-04-23 10:03,77500001351,TRANSFER_OUT,Supplier: Kigali Cement Depot,-388044,500,3710064
2025-04-23 17:29,77500001358,CASH_OUT,Agent 30710,-40000,200,3669864
2025-04-24 08:19,77500001365,PAYMENT_RECEIVED,Customer 2507****899,41765,208,3711421
2025-04-24 08:53,77500001372,PAYMENT_RECEIVED,Customer 2507****141,73146,365,3784202
2025-04-24 09:23,77500001379,PAYMENT_RECEIVED,Customer 2507****353,49572,247,3833527
2025-04-24 11:49,77500001386,PAYMENT_RECEIVED,Customer 2507****120,17032,85,3850474
2025-04-24 12:18,77500001393,PAYMENT_RECEIVED,Customer 2507****344,39819,199,3890094
2025-04-24 12:44,77500001400,PAYMENT_RECEIVED,Customer 2507****785,13769,68,3903795
2025-04-24 13:58,77500001407,PAYMENT_RECEIVED,Customer 2507****323,13228,66,3916957
2025-04-24 14:28,77500001414,PAYMENT_RECEIVED,Customer 2507****362,30355,151,3947161
2025-04-24 15:11,77500001421,PAYMENT_RECEIVED,Customer 2507****271,50628,253,3997536
2025-04-24 16:01,77500001428,PAYMENT_RECEIVED,Customer 2507****865,38806,194,4036148
2025-04-24 17:12,77500001435,PAYMENT_RECEIVED,Customer 2507****896,46722,233,4082637
2025-04-25 08:26,77500001442,PAYMENT_RECEIVED,Customer 2507****832,26657,133,4109161
2025-04-25 13:19,77500001449,PAYMENT_RECEIVED,Customer 2507****706,16985,84,4126062
2025-04-25 14:24,77500001456,PAYMENT_RECEIVED,Customer 2507****742,44641,223,4170480
2025-04-25 17:49,77500001463,PAYMENT_RECEIVED,Customer 2507****813,19041,95,4189426
2025-04-25 17:52,77500001470,PAYMENT_RECEIVED,Customer 2507****970,51102,255,4240273
2025-04-25 09:22,77500001477,TRANSFER_OUT,Supplier: Gisozi Timber Co,-373326,500,3866447
2025-04-25 18:04,77500001484,CASH_OUT,Agent 36579,-40000,200,3826247
2025-04-26 09:48,77500001491,PAYMENT_RECEIVED,Customer 2507****948,40772,203,3866816
2025-04-26 14:10,77500001498,PAYMENT_RECEIVED,Customer 2507****256,30060,150,3896726
2025-04-26 15:10,77500001505,PAYMENT_RECEIVED,Customer 2507****851,28730,143,3925313
2025-04-26 15:23,77500001512,PAYMENT_RECEIVED,Customer 2507****766,33605,168,3958750
2025-04-26 16:21,77500001519,PAYMENT_RECEIVED,Customer 2507****927,20329,101,3978978
2025-04-28 09:28,77500001526,PAYMENT_RECEIVED,Customer 2507****488,39095,195,4017878
2025-04-28 12:09,77500001533,PAYMENT_RECEIVED,Customer 2507****606,23569,117,4041330
2025-04-28 12:11,77500001540,PAYMENT_RECEIVED,Customer 2507****286,58517,292,4099555
2025-04-28 12:45,77500001547,PAYMENT_RECEIVED,Customer 2507****463,31623,158,4131020
2025-04-28 15:41,77500001554,PAYMENT_RECEIVED,Customer 2507****448,53333,266,4184087
2025-04-28 15:55,77500001561,PAYMENT_RECEIVED,Customer 2507****710,20788,103,4204772
2025-04-28 17:43,77500001568,PAYMENT_RECEIVED,Customer 2507****382,45422,227,4249967
2025-04-28 10:05,77500001575,TRANSFER_OUT,Supplier: Nyabugogo Hardware Ltd,-303990,500,3945477
2025-04-29 08:17,77500001582,PAYMENT_RECEIVED,Customer 2507****514,21492,107,3966862
2025-04-29 09:35,77500001589,PAYMENT_RECEIVED,Customer 2507****413,44727,223,4011366
2025-04-29 12:06,77500001596,PAYMENT_RECEIVED,Customer 2507****477,42727,213,4053880
2025-04-29 15:38,77500001603,PAYMENT_RECEIVED,Customer 2507****643,30815,154,4084541
2025-04-29 16:07,77500001610,PAYMENT_RECEIVED,Customer 2507****863,23939,119,4108361
2025-04-29 16:22,77500001617,PAYMENT_RECEIVED,Customer 2507****460,35319,176,4143504
2025-04-29 17:28,77500001624,PAYMENT_RECEIVED,Customer 2507****377,45547,227,4188824
2025-04-29 19:01,77500001631,PAYMENT_RECEIVED,Customer 2507****336,22095,110,4210809
2025-04-29 16:47,77500001638,CASH_OUT,Agent 37559,-30000,150,4180659
2025-04-29 13:20,77500001645,AIRTIME,MTN Airtime,-2000,10,4178649
2025-04-30 11:41,77500001652,PAYMENT_RECEIVED,Customer 2507****202,20948,104,4199493
2025-04-30 12:43,77500001659,PAYMENT_RECEIVED,Customer 2507****403,56638,283,4255848
2025-04-30 16:15,77500001666,PAYMENT_RECEIVED,Customer 2507****283,18325,91,4274082
2025-04-30 16:57,77500001673,PAYMENT_RECEIVED,Customer 2507****825,21883,109,4295856
2025-04-30 18:03,77500001680,PAYMENT_RECEIVED,Customer 2507****380,34340,171,4330025
2025-04-30 18:11,77500001687,PAYMENT_RECEIVED,Customer 2507****155,9267,46,4339246
2025-04-30 10:40,77500001694,TRANSFER_OUT,Supplier: Kigali Cement Depot,-347380,500,3991366
2025-04-30 16:36,77500001701,CASH_OUT,Agent 29317,-50000,250,3941116
2025-05-01 08:52,77500001708,PAYMENT_RECEIVED,Customer 2507****175,27461,137,3968440
2025-05-01 09:06,77500001715,PAYMENT_RECEIVED,Customer 2507****802,37777,188,4006029
2025-05-01 09:56,77500001722,PAYMENT_RECEIVED,Customer 2507****252,10061,50,4016040
2025-05-01 11:08,77500001729,PAYMENT_RECEIVED,Customer 2507****411,55761,278,4071523
2025-05-01 12:18,77500001736,PAYMENT_RECEIVED,Customer 2507****354,12016,60,4083479
2025-05-01 13:48,77500001743,PAYMENT_RECEIVED,Customer 2507****882,13712,68,4097123
2025-05-01 15:31,77500001750,PAYMENT_RECEIVED,Customer 2507****710,28299,141,4125281
2025-05-01 16:09,77500001757,PAYMENT_RECEIVED,Customer 2507****331,53855,269,4178867
2025-05-01 19:19,77500001764,CASH_OUT,Agent 48185,-50000,250,4128617
2025-05-02 09:01,77500001771,PAYMENT_RECEIVED,Customer 2507****776,17952,89,4146480
2025-05-02 09:41,77500001778,PAYMENT_RECEIVED,Customer 2507****345,11792,58,4158214
2025-05-02 11:32,77500001785,PAYMENT_RECEIVED,Customer 2507****176,16226,81,4174359
2025-05-02 17:42,77500001792,PAYMENT_RECEIVED,Customer 2507****518,15438,77,4189720
2025-05-02 18:24,77500001799,PAYMENT_RECEIVED,Customer 2507****708,30200,151,4219769
2025-05-02 18:35,77500001806,PAYMENT_RECEIVED,Customer 2507****133,31301,156,4250914
2025-05-02 18:40,77500001813,PAYMENT_RECEIVED,Customer 2507****823,18918,94,4269738
2025-05-02 09:43,77500001820,TRANSFER_OUT,Supplier: Nyabugogo Hardware Ltd,-394804,500,3874434
2025-05-03 09:57,77500001827,PAYMENT_RECEIVED,Customer 2507****173,57278,286,3931426
2025-05-03 10:32,77500001834,PAYMENT_RECEIVED,Customer 2507****911,10472,52,3941846
2025-05-03 11:22,77500001841,PAYMENT_RECEIVED,Customer 2507****866,22631,113,3964364
2025-05-03 11:50,77500001848,PAYMENT_RECEIVED,Customer 2507****395,57040,285,4021119
2025-05-03 12:32,77500001855,PAYMENT_RECEIVED,Customer 2507****579,29565,147,4050537
2025-05-03 15:15,77500001862,PAYMENT_RECEIVED,Customer 2507****816,45478,227,4095788
2025-05-03 17:17,77500001869,PAYMENT_RECEIVED,Customer 2507****378,27558,137,4123209
2025-05-03 18:03,77500001876,PAYMENT_RECEIVED,Customer 2507****605,33076,165,4156120
2025-05-03 18:40,77500001883,PAYMENT_RECEIVED,Customer 2507****712,29488,147,4185461
2025-05-03 19:03,77500001890,PAYMENT_RECEIVED,Customer 2507****542,9027,45,4194443
2025-05-03 19:17,77500001897,PAYMENT_RECEIVED,Customer 2507****718,49039,245,4243237
2025-05-03 16:48,77500001904,CASH_OUT,Agent 42029,-40000,200,4203037
2025-05-04 19:58,77500001911,CASH_OUT,Agent 29114,-30000,150,4172887
2025-05-05 09:33,77500001918,PAYMENT_RECEIVED,Customer 2507****978,44113,220,4216780
2025-05-05 13:28,77500001925,PAYMENT_RECEIVED,Customer 2507****521,15633,78,4232335
2025-05-05 13:41,77500001932,PAYMENT_RECEIVED,Customer 2507****395,45853,229,4277959
2025-05-05 13:56,77500001939,PAYMENT_RECEIVED,Customer 2507****510,43568,217,4321310
2025-05-05 14:58,77500001946,PAYMENT_RECEIVED,Customer 2507****663,55994,279,4377025
2025-05-05 15:26,77500001953,PAYMENT_RECEIVED,Customer 2507****190,8765,43,4385747
2025-05-05 16:01,77500001960,PAYMENT_RECEIVED,Customer 2507****431,22978,114,4408611
2025-05-05 16:23,77500001967,PAYMENT_RECEIVED,Customer 2507****891,13592,67,4422136
2025-05-05 18:50,77500001974,PAYMENT_RECEIVED,Customer 2507****626,27648,138,4449646
2025-05-05 12:26,77500001981,TRANSFER_OUT,Supplier: Nyabugogo Hardware Ltd,-184242,500,4264904
2025-05-05 18:39,77500001988,CASH_OUT,Agent 44787,-50000,250,4214654
2025-05-05 09:15,77500001995,BILL_PAYMENT,EUCL Electricity,-42484,212,4171958
2025-05-05 09:40,77500002002,BILL_PAYMENT,WASAC Water,-15225,76,4156657
2025-05-06 10:14,77500002009,PAYMENT_RECEIVED,Customer 2507****815,29508,147,4186018
2025-05-06 11:28,77500002016,PAYMENT_RECEIVED,Customer 2507****129,32154,160,4218012
2025-05-06 12:33,77500002023,PAYMENT_RECEIVED,Customer 2507****723,78322,391,4295943
2025-05-06 12:54,77500002030,PAYMENT_RECEIVED,Customer 2507****826,54644,273,4350314
2025-05-06 17:22,77500002037,PAYMENT_RECEIVED,Customer 2507****664,15522,77,4365759
2025-05-06 10:26,77500002044,TRANSFER_IN,BK Account Transfer,102717,500,4467976
2025-05-06 13:20,77500002051,AIRTIME,MTN Airtime,-2000,10,4465966
