date,txn_id,type,counterparty,amount,fee,balance
2026-01-09 12:05,77400000686,AIRTIME,MTN Airtime,-3000,0,761215
2026-01-10 08:40,77400000693,PAYMENT_RECEIVED,Customer 2507****505,8758,44,769929
2026-01-10 09:23,77400000700,PAYMENT_RECEIVED,Customer 2507****760,6838,34,776733
2026-01-10 11:29,77400000707,PAYMENT_RECEIVED,Customer 2507****423,9837,49,786521
2026-01-10 12:27,77400000714,PAYMENT_RECEIVED,Customer 2507****174,26987,135,813373
2026-01-10 13:21,77400000721,PAYMENT_RECEIVED,Customer 2507****736,2924,15,816282
2026-01-10 13:23,77400000728,PAYMENT_RECEIVED,Customer 2507****202,33817,169,849930
2026-01-10 15:09,77400000735,PAYMENT_RECEIVED,Customer 2507****318,5494,27,855397
2026-01-10 16:55,77400000742,PAYMENT_RECEIVED,Customer 2507****235,13859,69,869187
2026-01-10 17:38,77400000749,PAYMENT_RECEIVED,Customer 2507****170,27230,136,896281
2026-01-10 17:57,77400000756,PAYMENT_RECEIVED,Customer 2507****478,24550,123,920708
2026-01-10 18:34,77400000763,PAYMENT_RECEIVED,Customer 2507****548,9569,48,930229
2026-01-10 19:13,77400000770,PAYMENT_RECEIVED,Customer 2507****820,22737,114,952852
2026-01-10 19:25,77400000777,PAYMENT_RECEIVED,Customer 2507****926,9882,49,962685
2026-01-10 15:40,77400000784,TRANSFER_IN,Family 2507****936,50000,0,1012685
2026-01-12 09:46,77400000791,PAYMENT_RECEIVED,Customer 2507****749,8160,41,1020804
2026-01-12 09:49,77400000798,PAYMENT_RECEIVED,Customer 2507****617,23465,117,1044152
2026-01-12 09:58,77400000805,PAYMENT_RECEIVED,Customer 2507****966,13491,67,1057576
2026-01-12 10:17,77400000812,PAYMENT_RECEIVED,Customer 2507****749,4825,24,1062377
2026-01-12 10:39,77400000819,PAYMENT_RECEIVED,Customer 2507****383,12166,61,1074482
2026-01-12 11:35,77400000826,PAYMENT_RECEIVED,Customer 2507****441,4598,23,1079057
2026-01-12 12:30,77400000833,PAYMENT_RECEIVED,Customer 2507****752,20611,103,1099565
2026-01-12 12:38,77400000840,PAYMENT_RECEIVED,Customer 2507****265,30725,154,1130136
2026-01-12 12:48,77400000847,PAYMENT_RECEIVED,Customer 2507****664,19701,99,1149738
2026-01-12 13:51,77400000854,PAYMENT_RECEIVED,Customer 2507****674,18683,93,1168328
2026-01-12 17:26,77400000861,PAYMENT_RECEIVED,Customer 2507****177,2951,15,1171264
2026-01-12 18:19,77400000868,PAYMENT_RECEIVED,Customer 2507****807,27950,140,1199074
2026-01-12 18:34,77400000875,CASH_OUT,Agent 20590,-30000,300,1168774
2026-01-12 09:15,77400000882,BILL_PAYMENT,EUCL Cash Power,-11500,0,1157274
2026-01-12 12:05,77400000889,AIRTIME,MTN Airtime,-3000,0,1154274
2026-01-13 08:40,77400000896,PAYMENT_RECEIVED,Customer 2507****462,17643,88,1171829
2026-01-13 08:42,77400000903,PAYMENT_RECEIVED,Customer 2507****995,20897,104,1192622
2026-01-13 11:35,77400000910,PAYMENT_RECEIVED,Customer 2507****735,11828,59,1204391
2026-01-13 12:15,77400000917,PAYMENT_RECEIVED,Customer 2507****342,19946,100,1224237
2026-01-13 13:15,77400000924,PAYMENT_RECEIVED,Customer 2507****919,23933,120,1248050
2026-01-13 14:06,77400000931,PAYMENT_RECEIVED,Customer 2507****522,21917,110,1269857
2026-01-13 14:13,77400000938,PAYMENT_RECEIVED,Customer 2507****854,3823,19,1273661
2026-01-13 19:38,77400000945,PAYMENT_RECEIVED,Customer 2507****901,26735,134,1300262
2026-01-13 10:51,77400000952,TRANSFER_OUT,Supplier: Nyabugogo Traders,-211006,250,1089006
2026-01-14 08:24,77400000959,PAYMENT_RECEIVED,Customer 2507****508,17464,87,1106383
2026-01-14 08:39,77400000966,PAYMENT_RECEIVED,Customer 2507****985,10350,52,1116681
2026-01-14 09:50,77400000973,PAYMENT_RECEIVED,Customer 2507****891,5387,27,1122041
2026-01-14 11:24,77400000980,PAYMENT_RECEIVED,Customer 2507****756,9465,47,1131459
2026-01-14 11:47,77400000987,PAYMENT_RECEIVED,Customer 2507****795,13934,70,1145323
2026-01-14 11:48,77400000994,PAYMENT_RECEIVED,Customer 2507****649,30870,154,1176039
2026-01-14 11:53,77400001001,PAYMENT_RECEIVED,Customer 2507****128,10403,52,1186390
2026-01-14 13:12,77400001008,PAYMENT_RECEIVED,Customer 2507****367,6511,33,1192868
2026-01-14 13:58,77400001015,PAYMENT_RECEIVED,Customer 2507****371,7735,39,1200564
2026-01-14 14:31,77400001022,PAYMENT_RECEIVED,Customer 2507****710,4386,22,1204928
2026-01-14 15:51,77400001029,PAYMENT_RECEIVED,Customer 2507****846,12385,62,1217251
2026-01-14 16:01,77400001036,PAYMENT_RECEIVED,Customer 2507****546,21101,106,1238246
2026-01-14 19:58,77400001043,PAYMENT_RECEIVED,Customer 2507****623,16127,81,1254292
2026-01-14 09:30,77400001050,BILL_PAYMENT,WASAC Water,-8000,0,1246292
2026-01-14 12:05,77400001057,AIRTIME,MTN Airtime,-3000,0,1243292
2026-01-15 08:01,77400001064,PAYMENT_RECEIVED,Customer 2507****171,11019,55,1254256
2026-01-15 11:21,77400001071,PAYMENT_RECEIVED,Customer 2507****438,28199,141,1282314
2026-01-15 15:26,77400001078,PAYMENT_RECEIVED,Customer 2507****779,16537,83,1298768
2026-01-15 16:52,77400001085,PAYMENT_RECEIVED,Customer 2507****837,23275,116,1321927
2026-01-15 17:11,77400001092,PAYMENT_RECEIVED,Customer 2507****619,25491,127,1347291
2026-01-15 19:26,77400001099,PAYMENT_RECEIVED,Customer 2507****518,10004,50,1357245
2026-01-15 19:43,77400001106,PAYMENT_RECEIVED,Customer 2507****813,10312,52,1367505
2026-01-15 18:35,77400001113,CASH_OUT,Agent 22085,-40000,300,1327205
2026-01-16 08:00,77400001120,PAYMENT_RECEIVED,Customer 2507****429,16138,81,1343262
2026-01-16 10:58,77400001127,PAYMENT_RECEIVED,Customer 2507****552,13001,65,1356198
2026-01-16 11:35,77400001134,PAYMENT_RECEIVED,Customer 2507****623,17871,89,1373980
2026-01-16 12:53,77400001141,PAYMENT_RECEIVED,Customer 2507****915,13171,66,1387085
2026-01-16 13:08,77400001148,PAYMENT_RECEIVED,Customer 2507****774,19546,98,1406533
2026-01-16 13:11,77400001155,PAYMENT_RECEIVED,Customer 2507****627,5797,29,1412301
2026-01-16 14:28,77400001162,PAYMENT_RECEIVED,Customer 2507****734,17563,88,1429776
2026-01-16 14:55,77400001169,PAYMENT_RECEIVED,Customer 2507****938,10478,52,1440202
2026-01-16 15:20,77400001176,PAYMENT_RECEIVED,Customer 2507****340,28410,142,1468470
2026-01-16 17:21,77400001183,PAYMENT_RECEIVED,Customer 2507****330,17796,89,1486177
2026-01-16 17:42,77400001190,PAYMENT_RECEIVED,Customer 2507****250,21772,109,1507840
2026-01-16 17:53,77400001197,PAYMENT_RECEIVED,Customer 2507****350,3806,19,1511627
2026-01-16 18:30,77400001204,PAYMENT_RECEIVED,Customer 2507****725,31188,156,1542659
2026-01-16 19:33,77400001211,PAYMENT_RECEIVED,Customer 2507****174,23341,117,1565883
2026-01-16 10:56,77400001218,TRANSFER_OUT,Supplier: Nyabugogo Traders,-149204,250,1416429
2026-01-16 12:05,77400001225,AIRTIME,MTN Airtime,-2000,0,1414429
2026-01-17 08:05,77400001232,PAYMENT_RECEIVED,Customer 2507****670,12992,65,1427356
2026-01-17 09:49,77400001239,PAYMENT_RECEIVED,Customer 2507****968,8940,45,1436251
2026-01-17 10:31,77400001246,PAYMENT_RECEIVED,Customer 2507****236,6640,33,1442858
2026-01-17 11:00,77400001253,PAYMENT_RECEIVED,Customer 2507****783,21597,108,1464347
2026-01-17 11:44,77400001260,PAYMENT_RECEIVED,Customer 2507****672,14406,72,1478681
2026-01-17 15:15,77400001267,PAYMENT_RECEIVED,Customer 2507****873,15871,79,1494473
2026-01-17 16:50,77400001274,PAYMENT_RECEIVED,Customer 2507****727,25090,125,1519438
2026-01-17 19:11,77400001281,PAYMENT_RECEIVED,Customer 2507****616,22064,110,1541392
2026-01-17 19:44,77400001288,PAYMENT_RECEIVED,Customer 2507****661,12229,61,1553560
2026-01-17 19:52,77400001295,PAYMENT_RECEIVED,Customer 2507****262,12613,63,1566110
2026-01-19 12:04,77400001302,PAYMENT_RECEIVED,Customer 2507****392,5607,28,1571689
2026-01-19 12:41,77400001309,PAYMENT_RECEIVED,Customer 2507****443,8686,43,1580332
2026-01-19 12:43,77400001316,PAYMENT_RECEIVED,Customer 2507****653,10194,51,1590475
2026-01-19 15:30,77400001323,PAYMENT_RECEIVED,Customer 2507****254,5688,28,1596135
2026-01-19 16:16,77400001330,PAYMENT_RECEIVED,Customer 2507****810,8631,43,1604723
2026-01-19 16:53,77400001337,PAYMENT_RECEIVED,Customer 2507****319,7268,36,1611955
2026-01-19 18:41,77400001344,PAYMENT_RECEIVED,Customer 2507****517,5239,26,1617168
2026-01-19 18:52,77400001351,PAYMENT_RECEIVED,Customer 2507****577,10398,52,1627514
2026-01-19 18:03,77400001358,CASH_OUT,Agent 23388,-50000,300,1577214
2026-01-20 08:06,77400001365,PAYMENT_RECEIVED,Customer 2507****325,21545,108,1598651
2026-01-20 08:20,77400001372,PAYMENT_RECEIVED,Customer 2507****379,13484,67,1612068
2026-01-20 13:05,77400001379,PAYMENT_RECEIVED,Customer 2507****129,12410,62,1624416
2026-01-20 14:00,77400001386,PAYMENT_RECEIVED,Customer 2507****784,11488,57,1635847
2026-01-20 14:29,77400001393,PAYMENT_RECEIVED,Customer 2507****514,17964,90,1653721
2026-01-20 14:39,77400001400,PAYMENT_RECEIVED,Customer 2507****960,19205,96,1672830
2026-01-20 15:09,77400001407,PAYMENT_RECEIVED,Customer 2507****230,13051,65,1685816
2026-01-20 16:08,77400001414,PAYMENT_RECEIVED,Customer 2507****646,30824,154,1716486
2026-01-20 17:11,77400001421,PAYMENT_RECEIVED,Customer 2507****503,3923,20,1720389
2026-01-20 17:19,77400001428,PAYMENT_RECEIVED,Customer 2507****778,15787,79,1736097
2026-01-20 17:49,77400001435,PAYMENT_RECEIVED,Customer 2507****758,3929,20,1740006
2026-01-20 17:58,77400001442,PAYMENT_RECEIVED,Customer 2507****987,12266,61,1752211
2026-01-20 19:52,77400001449,PAYMENT_RECEIVED,Customer 2507****151,12934,65,1765080
2026-01-20 10:20,77400001456,TRANSFER_OUT,Supplier: Nyabugogo Traders,-123820,250,1641010
2026-01-21 08:19,77400001463,PAYMENT_RECEIVED,Customer 2507****458,34711,174,1675547
2026-01-21 08:53,77400001470,PAYMENT_RECEIVED,Customer 2507****170,8510,43,1684014
2026-01-21 09:23,77400001477,PAYMENT_RECEIVED,Customer 2507****767,20933,105,1704842
2026-01-21 12:18,77400001484,PAYMENT_RECEIVED,Customer 2507****131,4460,22,1709280
2026-01-21 12:44,77400001491,PAYMENT_RECEIVED,Customer 2507****304,28248,141,1737387
2026-01-21 14:28,77400001498,PAYMENT_RECEIVED,Customer 2507****736,22941,115,1760213
2026-01-21 15:11,77400001505,PAYMENT_RECEIVED,Customer 2507****229,7260,36,1767437
2026-01-21 16:01,77400001512,PAYMENT_RECEIVED,Customer 2507****217,13178,66,1780549
2026-01-21 17:12,77400001519,PAYMENT_RECEIVED,Customer 2507****323,15140,76,1795613
2026-01-21 12:05,77400001526,AIRTIME,MTN Airtime,-2000,0,1793613
2026-01-22 08:26,77400001533,PAYMENT_RECEIVED,Customer 2507****689,26979,135,1820457
2026-01-22 09:50,77400001540,PAYMENT_RECEIVED,Customer 2507****484,17916,90,1838283
2026-01-22 09:57,77400001547,PAYMENT_RECEIVED,Customer 2507****832,11639,58,1849864
2026-01-22 10:47,77400001554,PAYMENT_RECEIVED,Customer 2507****706,8072,40,1857896
2026-01-22 13:18,77400001561,PAYMENT_RECEIVED,Customer 2507****742,18271,91,1876076
2026-01-22 17:52,77400001568,PAYMENT_RECEIVED,Customer 2507****813,8830,44,1884862
2026-01-22 18:20,77400001575,PAYMENT_RECEIVED,Customer 2507****970,20654,103,1905413
2026-01-22 18:21,77400001582,PAYMENT_RECEIVED,Customer 2507****924,18100,90,1923423
2026-01-22 18:50,77400001589,CASH_OUT,Agent 29272,-25000,300,1898123
2026-01-23 08:12,77400001596,PAYMENT_RECEIVED,Customer 2507****470,6293,31,1904385
2026-01-23 09:10,77400001603,PAYMENT_RECEIVED,Customer 2507****948,16844,84,1921145
2026-01-23 13:49,77400001610,PAYMENT_RECEIVED,Customer 2507****256,12894,64,1933975
2026-01-23 14:19,77400001617,PAYMENT_RECEIVED,Customer 2507****851,12403,62,1946316
2026-01-23 15:10,77400001624,PAYMENT_RECEIVED,Customer 2507****766,14201,71,1960446
2026-01-23 15:18,77400001631,PAYMENT_RECEIVED,Customer 2507****927,9305,47,1969704
2026-01-23 16:21,77400001638,PAYMENT_RECEIVED,Customer 2507****893,26473,132,1996045
2026-01-23 16:38,77400001645,PAYMENT_RECEIVED,Customer 2507****546,13385,67,2009363
2026-01-23 17:05,77400001652,PAYMENT_RECEIVED,Customer 2507****706,22445,112,2031696
2026-01-23 19:03,77400001659,PAYMENT_RECEIVED,Customer 2507****972,9275,46,2040925
2026-01-23 19:17,77400001666,PAYMENT_RECEIVED,Customer 2507****188,8876,44,2049757
2026-01-23 10:28,77400001673,TRANSFER_OUT,Supplier: Nyabugogo Traders,-126260,250,1923247
2026-01-23 12:05,77400001680,AIRTIME,MTN Airtime,-3000,0,1920247
2026-01-24 08:29,77400001687,PAYMENT_RECEIVED,Customer 2507****382,18559,93,1938713
2026-01-24 11:06,77400001694,PAYMENT_RECEIVED,Customer 2507****629,14955,75,1953593
2026-01-24 11:37,77400001701,PAYMENT_RECEIVED,Customer 2507****187,28145,141,1981597
2026-01-24 12:24,77400001708,PAYMENT_RECEIVED,Customer 2507****516,8804,44,1990357
2026-01-24 12:46,77400001715,PAYMENT_RECEIVED,Customer 2507****876,13492,67,2003782
2026-01-24 13:32,77400001722,PAYMENT_RECEIVED,Customer 2507****587,8786,44,2012524
2026-01-24 13:44,77400001729,PAYMENT_RECEIVED,Customer 2507****602,17103,86,2029541
2026-01-24 13:48,77400001736,PAYMENT_RECEIVED,Customer 2507****117,12658,63,2042136
2026-01-24 14:03,77400001743,PAYMENT_RECEIVED,Customer 2507****326,6001,30,2048107
2026-01-24 16:19,77400001750,PAYMENT_RECEIVED,Customer 2507****349,11789,59,2059837
2026-01-24 16:26,77400001757,PAYMENT_RECEIVED,Customer 2507****695,9949,50,2069736
2026-01-24 18:10,77400001764,PAYMENT_RECEIVED,Customer 2507****666,11110,56,2080790
2026-01-24 09:15,77400001771,BILL_PAYMENT,EUCL Cash Power,-8000,0,2072790
2026-01-25 10:03,77400001778,PAYMENT_RECEIVED,Customer 2507****648,8582,43,2081329
2026-01-25 11:17,77400001785,PAYMENT_RECEIVED,Customer 2507****806,36834,184,2117979
2026-01-25 11:56,77400001792,PAYMENT_RECEIVED,Customer 2507****321,10204,51,2128132
2026-01-25 12:17,77400001799,PAYMENT_RECEIVED,Customer 2507****383,25510,128,2153514
2026-01-25 12:37,77400001806,PAYMENT_RECEIVED,Customer 2507****878,24981,125,2178370
2026-01-25 13:13,77400001813,PAYMENT_RECEIVED,Customer 2507****389,18543,93,2196820
2026-01-25 13:23,77400001820,PAYMENT_RECEIVED,Customer 2507****952,40041,200,2236661
2026-01-25 15:44,77400001827,PAYMENT_RECEIVED,Customer 2507****332,10401,52,2247010
2026-01-25 19:59,77400001834,PAYMENT_RECEIVED,Customer 2507****409,14243,71,2261182
2026-01-25 15:40,77400001841,TRANSFER_IN,Family 2507****646,20000,0,2281182
2026-01-26 08:46,77400001848,PAYMENT_RECEIVED,Customer 2507****687,31551,158,2312575
2026-01-26 08:55,77400001855,PAYMENT_RECEIVED,Customer 2507****590,12424,62,2324937
2026-01-26 09:45,77400001862,PAYMENT_RECEIVED,Customer 2507****288,16254,81,2341110
2026-01-26 10:09,77400001869,PAYMENT_RECEIVED,Customer 2507****358,38237,191,2379156
2026-01-26 12:59,77400001876,PAYMENT_RECEIVED,Customer 2507****589,36008,180,2414984
2026-01-26 16:22,77400001883,PAYMENT_RECEIVED,Customer 2507****166,8429,42,2423371
2026-01-26 17:26,77400001890,PAYMENT_RECEIVED,Customer 2507****175,15233,76,2438528
2026-01-26 18:53,77400001897,PAYMENT_RECEIVED,Customer 2507****802,20072,100,2458500
2026-01-26 19:54,77400001904,PAYMENT_RECEIVED,Customer 2507****252,6391,32,2464859
2026-01-26 18:05,77400001911,CASH_OUT,Agent 24066,-40000,300,2424559
2026-01-26 12:05,77400001918,AIRTIME,MTN Airtime,-2000,0,2422559
2026-01-27 09:01,77400001925,PAYMENT_RECEIVED,Customer 2507****857,21072,105,2443526
2026-01-27 11:51,77400001932,PAYMENT_RECEIVED,Customer 2507****881,7992,40,2451478
2026-01-27 13:04,77400001939,PAYMENT_RECEIVED,Customer 2507****316,10700,54,2462124
2026-01-27 13:12,77400001946,PAYMENT_RECEIVED,Customer 2507****183,11972,60,2474036
2026-01-27 14:29,77400001953,PAYMENT_RECEIVED,Customer 2507****277,9552,48,2483540
2026-01-27 15:19,77400001960,PAYMENT_RECEIVED,Customer 2507****260,19330,97,2502773
2026-01-27 15:33,77400001967,PAYMENT_RECEIVED,Customer 2507****561,2942,15,2505700
2026-01-27 15:41,77400001974,PAYMENT_RECEIVED,Customer 2507****581,23709,119,2529290
2026-01-27 16:55,77400001981,PAYMENT_RECEIVED,Customer 2507****337,12585,63,2541812
2026-01-27 17:42,77400001988,PAYMENT_RECEIVED,Customer 2507****389,12512,63,2554261
2026-01-27 18:02,77400001995,PAYMENT_RECEIVED,Customer 2507****564,24192,121,2578332
2026-01-27 18:33,77400002002,PAYMENT_RECEIVED,Customer 2507****339,7068,35,2585365
2026-01-27 18:35,77400002009,PAYMENT_RECEIVED,Customer 2507****906,34715,174,2619906
2026-01-27 10:37,77400002016,TRANSFER_OUT,Supplier: Nyabugogo Traders,-192862,250,2426794
2026-01-28 09:01,77400002023,PAYMENT_RECEIVED,Customer 2507****549,34524,173,2461145
2026-01-28 09:13,77400002030,PAYMENT_RECEIVED,Customer 2507****805,8714,44,2469815
2026-01-28 10:25,77400002037,PAYMENT_RECEIVED,Customer 2507****512,12884,64,2482635
2026-01-28 10:32,77400002044,PAYMENT_RECEIVED,Customer 2507****612,36139,181,2518593
2026-01-28 10:49,77400002051,PAYMENT_RECEIVED,Customer 2507****548,18982,95,2537480
2026-01-28 11:50,77400002058,PAYMENT_RECEIVED,Customer 2507****140,7390,37,2544833
2026-01-28 12:32,77400002065,PAYMENT_RECEIVED,Customer 2507****852,32498,162,2577169
